,title,thumbnail,content,company,date
0,"""모유 먹인 아이 '가와사키병' 위험 낮다""..국내서 첫 확인",https://search1.kakaocdn.net/argon/232x160_85_c/6gBe0Kse9uY0,"이미지뱅크 엄마의 모유를 먹고 자란 아이는 '가와사키병' 발병 위험이 낮다는 사실이 국내 빅데이터 연구로 처음 확인됐다. 11일 한양대병원 소아청소년과 김용주·나재윤 교수, 응급의학과 조용일 교수 공동 연구팀은 2008~2014년 태어난 영아 191만438명의 빅...",한국경제,2022.10.11
1,"IMF, 내년 한국 성장률 전망 또 낮춰..""물가 잡는 게 우선""",https://search4.kakaocdn.net/argon/232x160_85_c/8cgT6JOPaZj0,"가서 30% 더 떨어질 거다, 이런 얘기도 나오고 있거든요.] 환율은 당국의 개입에도 1,400원대 고공행진을 이어갑니다. [이정환 / 한양대 경제금융학부 교수 : 외환당국에서 너무 변동성이 지나친 것은 막겠다는 신호를 보이고자 실제 시장에 개입했다고 이야기할 수...",YTN,2022.10.11
2,['도박'의 늪에 빠지는 아이들] ‘쾌락’에 빠져 ‘나락’간 10대,,아니라 공모전·캠페인 등 홍보 활동을 벌여 대내외적 사회 분위기를 만드는 것이 도박 예방에 가장 중요하다”고 했다. 노성원 한양대병원 정신건강의학과 교수는 “도박 중독에 빠진 아이들은 당장 이득이 되거나 일시적인 쾌락을 도모하는 데만 몰두한다. 연쇄적...,경기일보,2022.10.11
3,"충남대, 한양대 꺾고 창단 두 번째 결승行 [전국체전]",https://search2.kakaocdn.net/argon/232x160_85_c/GXdrCIskPLW0,"대전 대표 충남대가 서울 대표 한양대를 꺾고 결승전에 올랐다.충남대는 11일 울산제일고체육관에서 열린 제103회 전국체육대회 남자 대학부 준결승에서 한양대에 세트스코어 3-0(25-22, 25-22, 30-28)로 승리하며 결승전에 진출했다.충남대는 이번 결승 진출로 창단...",더스파이크,2022.10.11
4,‘대중 뮤지컬·영화 OST’ 이색 음악 여행,https://search1.kakaocdn.net/argon/232x160_85_c/FSMOhHzvt0f0,"보이첵’ 등에, 조연정은 뮤지컬 ‘신흥무관학교’, ‘존도우’ ‘투란도트’ ‘파리넬리’ 등에 출연했다.바리톤 정진원은 한양대학교 음악대학 성악과를 졸업하고 Robert Schumann usikhochschule 디플롬 최고연주자과정에서 수석 졸업한 있다. 독일 PASSAU 국제...",충청매일,2022.10.11
5,어머니의 유품 ‘목단자수 8폭 병풍’ 보성군에 기증,https://search1.kakaocdn.net/argon/232x160_85_c/GsJrZbrzlzg0,"명예보유자의 작품‘목단자수 8폭 병풍’(이하 자수병풍)을 기증받았다고 밝혔다. 기증자는 고인의 아들 문영진 씨로 (전)한양대학교 교수이며, 현재 제주도 의사회 대의원회 의장이자 한라병원 산부인과 과장으로 재직하고 있다. 기증자 문영진 씨는 보성읍에 위치...",더코리아,2022.10.11
6,[인터뷰…공감] '공정주택포럼 공동대표' 맡고 있는 서진형 경인여대 교수,https://search4.kakaocdn.net/argon/232x160_85_c/F1DhQkIYPsT0,"코멘트""였다.글/강기정기자 kanggj@kyeongin.com, 사진/조재현기자 jhc@kyeongin.com■서진형 교수는?▲1964년생, 경북 의성 ▲한양대학교 행정학 석사, 대구대학교 행정학 박사 ▲경인여자대학교 MD상품기획비즈니스학과 교수 ▲19대, 20대 대한부동산학회 회장...",경인일보,2022.10.11
7,"""소셜벤처, 기술로 지속가능성 입증해야 성공"" [글로벌 ESG 포럼]",https://search3.kakaocdn.net/argon/232x160_85_c/62ZOZ6zmFQh0,"규모가 크지 않다는 점도 지적했다. 토론 시간엔 대학에서 현장과 연계한 16주 단위 소셜벤처 교육 프로그램을 도입한 김우승 한양대 총장과 청년 기업가 2인이 소셜벤처 생태계 발전 방안에 대해 의견을 나눴다. 김 총장은 ""SDG 측면에서 대학 교육은 확장성을 살려...",한국경제,2022.10.11
8,"성동문화재단, ‘2022 태조 이성계 축제’와 뮤지컬 ‘창업’ 공연 개최",https://search1.kakaocdn.net/argon/232x160_85_c/4ctXL1j4r0V0,"체육공원에서는 구립예술단체 공연으로 ‘10월의 어느 멋진 날’을 테마로 성동구립 꿈의 오케스트라, 구립합창단, 관내 예술인(한양대학교 교수진 및 학생 등)이 함께한다. 선곡은 뮤지컬 ‘맨 오브 라만차’, 오페라 <탄호이저> 수록곡과 가곡 ‘10월의 어느...",이뉴스투데이,2022.10.11
9,2022 통영 관광발전 세미나 개최,,"지역관광 환경 및 트렌드의 변화와 대응’에 대해 부산대학교 김하니 교수가, ‘통영관광의 현황과 과제, 개선방안’에 대해 한양대 겸임교수이자 프로젝트 수 대표인 정란수 교수가 발표한다. 발제에 이은 토론에서는 고계성 한국관광학회 수석부회장을 좌장으로...",디스커버리뉴스,2022.10.11
10,[경기결과] 제103회 전국체육대회 배구 4강전 경기결과.,https://search3.kakaocdn.net/argon/232x160_85_c/HOwWS9MLD6q0,"전북) 4. 양산시청.(경남) 3 (21-25, 25-18, 17-25, 25-15, 15-8) 2 포항시체육회.(경북) □남자대학부.(울산제일고 체육관) 1. 한양대.(서울) 0(22-25, 22-25, 28-30) 3 충남대.(대전) 2. 홍익대.(세종) 1 (25-16, 23-25, 16-25, 17-25) 3 중부대.(충남) □남자...",발리볼코리아,2022.10.11
11,"인큐텍, B캐피탈리스트 9기 과정 개설..'NFT투자와 전략'",https://search1.kakaocdn.net/argon/232x160_85_c/F1OsjGzGZer0,"활용 등의 전략을 이야기한다. 3일에는 10개의 NFT프로젝트를 초대하는 사례실습으로 진행할 예정이다. 강사로는 고려대·서강대·한양대 교수와 김앤장, PwC, LG CNS, 체이널리시스, 빗썸, 람다256, 디지털금융연구소 등의 전문가들이 대출동한다. 모핑아이, 키페어...",머니투데이,2022.10.11
12,"청년층, 금융권 ‘귀한 몸’ 부상…‘씬파일러’ 금융서비스 확산",https://search3.kakaocdn.net/argon/232x160_85_c/J0mPvnRgWkX0,"금융서비스로 지정됐다. 이후 업계에선 P2P업체 데일리펀딩이 씬파일러 금융 서비스를 활성화하기 위해 경희대학교 총학생회, 한양대학교 키다리은행과 MOU를 맺으며 대학생 고객 확보에 집중하고 있다. 빅테크업체에선 네이버파이낸셜 역시 BNPL 서비스에 주도적...",매일일보,2022.10.11
13,좀비기업 3년새 24% 급증..금리충격에 줄도산 공포 커졌다,https://search1.kakaocdn.net/argon/232x160_85_c/BqwooMwTVTe0,"갑자기 버블이 꺼지는 강한 충격이 발생하면 가계·기업이 66조8000억원에 달하는 신용손실을 입을 것으로 분석했다. 하준경 한양대 교수는 ""정부가 정책자금을 동원해 가계와 소상공인을 대상으로 저금리, 고정금리 대출 대환을 확대해야 한다""며 ""유동성 확보가...",매일경제,2022.10.11
14,"양명아 신성통상·에이션패션 마케팅 총괄, 상무 승진",https://search2.kakaocdn.net/argon/232x160_85_c/126epPyAydJ0,"조직 내 활발한 커뮤니케이션은 긍정적인 시너지를 내기 때문""이라고 말한다. [패션비즈=정효신 기자] 양명아 상무 주요 약력 한양대학교 대학원 광고홍보학 졸업 1995년 3월 가나안 입사 2003년 9월 신성통상 계열사간 전입 2016년 6월 신성통상 탑텐 마케팅 총괄...",패션비즈,2022.10.11
15,"(재)안산시청소년재단 메이커 스페이스 창작나래 동아리 출신 안산 청년창업기업 DORO 김진한 대표, 2022년도 한국공학교육학회 골드칼라 공학도상 수상",https://search3.kakaocdn.net/argon/232x160_85_c/DQfcgdnvsCg0,"청년과 청소년이 함께 성장하는 기업인 DORO가 인정받은 것 같아서 너무 기쁘다”고 소감을 전했다. 특히 “안산시청소년재단, 한양대학교 ERICA, 경기테크노파크 등 지역사회 기관에서 공학도가 만들어 가는 지역, 국가 경제발전에 힘이 되어주어 정말 감사하고...",경인투데이뉴스,2022.10.11
16,한양대병원 나재윤 교수팀 가와사끼병학회 학술상,,"한양대병원 소아청소년과 나재윤 교수팀(김용주 교수, 양승 교수)과 응급의학과 조용일 교수팀(이준철 교수)이 9월 17일 온라인 개최된 2022년 대한가와사끼병학회에서 학술상을 받았다.나 교수팀이 발표한 연구는 '가와사키병에 대한 모유의 보호효과 분석 : 국민...",메디칼트리뷴,2022.10.11
17,보성군 ‘목단자수 8폭 병풍’ 기증 받아,https://search4.kakaocdn.net/argon/232x160_85_c/2O20egUxsPO0,"명예보유자의 작품 ‘목단자수 8폭 병풍’(이하 자수병풍)을 기증받았다고 밝혔다. 기증자는 고인의 아들 문영진 씨로 (전)한양대학교 교수이며, 현재 제주도 의사회 대의원회 의장이자 한라병원 산부인과 과장으로 재직하고 있다. 기증자 문영진 씨는 보성읍에 위치...",광주타임즈,2022.10.11
18,차기 언론학회장 후보 박종민 경희대 교수,https://search2.kakaocdn.net/argon/232x160_85_c/5b0QnqkDnAR0,차기 방송학회장 후보는 전범수 한양대 교수 [미디어오늘 윤수현 기자] 박종민 경희대 미디어학과 교수가 제50대 한국언론학회장 후보로 단독 출마했다. 박 교수는 미디어 현장과의 소통을 강화하겠다고 밝혔다. 한국방송학회 차기 학회장 후보는 전범수 한양대 정보...,미디어오늘,2022.10.11
